filter,pkBookingID,fkUserID,fkLocationID,fkColourCodeID,Approved,fkApprovedByID,dateAdded,dateBookingApproved,deleteBooking,prepUnit,prepPeriod,cleanDownUnit,cleanDownPeriod,bookingRealStartTime,bookingRealEndTime,bookingPending,pendingOnGrid,fkSeatingOptionID,bookingRejected,trackUserID,trackDate,emailBookingLink,fkVCID,vcEnd,prBookingID,waitList,requestedAttributes,priority,selectedRoomOnly,fkHostID,fkRequestorID,noShow,parkingFreeSpaceBooking,vcConferenceID,roomClear,InstantMeeting,BookingSource,IsOutlookBooking,IsRecurringBooking,resID,resSourceName,resIDBackup,BlockKey,importData,Status,dontMove,StagingBookingID,TransactionGUID,RealStartDateTimeUTC,RealEndDateTimeUTC,DeskGroupRestrictionType,fkRequestId,IsLinkedRoomBooking,fkTeamDayID,LastModifytime
780,780,31,13,71,True,31,2023-07-10 19:05:56,2023-07-10 19:05:56,0,0,None,0,None,None,None,False,False,5,False,None,None,F0F96BF9-6F05-4586-8100-310B7D8818C3,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,808,911AC1B9-BE82-4BE0-899D-4B3AAE56BDE9,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xef\xde'
781,781,31,13,71,True,31,2023-07-10 19:07:12,2023-07-10 19:07:12,0,0,0,0,0,Jul 10 2023  7:16PM,None,False,False,1,False,31,2023-07-10 19:16:21.637000,7955D2BA-4169-40E5-A7F0-501258D975EE,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,809,BD7FFF75-BBB7-47D9-A272-EF25B3172C32,2023-07-10 13:46:21,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf0\x86'
782,782,31,13,71,True,31,2023-07-10 19:08:12,2023-07-10 19:08:12,0,0,0,0,0,None,None,False,False,1,False,None,None,B455837B-EE4B-4296-9C0D-6BD3AB9034A1,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,810,E0B664E3-8554-4AE6-A76B-DF7F3210EF38,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf0\x0c'
783,783,31,11,63,True,31,2023-07-10 19:09:57,2023-07-10 19:09:57,0,0,0,15,0,None,None,False,False,4,False,None,None,E52F0AE4-7DDE-44F5-8844-F3733D58DC49,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,811,C88B76E6-1570-4264-A076-6550E2DD18E4,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf0\x12'
784,784,31,11,63,True,31,2023-07-10 19:11:43,2023-07-10 19:11:43,0,0,0,15,0,None,None,False,False,4,False,None,None,D6C9EAEE-B704-4804-8C33-4FEC70391D5F,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,812,7E98B3DB-DC7E-427C-8867-C83184AD2F06,None,None,None,None,None,None,"b'\x00\x00\x00\x00\x00\x00\xf0""'"
785,785,31,11,63,True,31,2023-07-10 19:14:01,2023-07-10 19:14:01,0,0,0,15,0,None,None,False,False,4,False,None,None,0C1F2D0E-C76E-422A-911E-B1D94805EC44,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,813,A2F75F93-D433-40D2-8531-86B2FDD15A70,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf0;'
786,786,31,14,63,True,31,2023-07-10 19:14:56,2023-07-10 19:14:56,0,0,0,0,0,None,None,False,False,2,False,None,None,42354AF0-143A-4BFC-AE6F-3C0E3EF4E607,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,814,6D2C65D6-2B01-4806-882B-199695118597,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf0I'
787,787,31,14,63,True,31,2023-07-10 19:15:39,2023-07-10 19:15:39,0,0,0,0,0,None,None,False,False,2,False,None,None,7353EEBD-4606-43CB-BC3E-509565769808,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,815,447E7040-EFB8-4421-82D3-2A47B181122F,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf0S'
788,788,31,17,73,True,31,2023-07-10 19:16:45.540000,2023-07-10 19:17:08,0,0,0,0,0,10/07/2023 20:15,10/07/2023 20:15,False,False,3,False,0,2023-07-10 20:16:00,95A26EFA-AC36-4638-BB28-CFCD2B5E80B4,None,None,None,0,,0,0,None,None,True,False,None,None,None,9,False,False,None,None,None,None,None,0,None,816,7BBD2890-A98E-4CE1-9357-2AE85824A730,2023-07-10 14:45:00,2023-07-10 14:45:00,None,None,False,None,b'\x00\x00\x00\x00\x00\x00\xf4\x07'
789,789,31,17,73,True,31,2023-07-10 19:17:31,2023-07-10 19:17:31,0,0,0,0,0,Jul 10 2023  7:17PM,None,False,False,3,False,31,2023-07-10 19:17:37.490000,D23F77F7-C88F-4104-94CA-5E47832C14AC,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,819,97A06D43-99F1-41C5-90BA-3B7EC767DB51,2023-07-10 13:47:37,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf0\xb2'
790,790,31,17,73,True,31,2023-07-10 19:18:10,2023-07-10 19:18:10,0,0,0,0,0,Jul 10 2023  7:31PM,None,False,False,3,False,31,2023-07-10 19:31:42.407000,D7907CE8-6767-42AE-8107-85B59D5EC67D,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,820,BC575DAC-1123-47AF-8677-F13C189FB6F4,2023-07-10 14:01:42,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf0\xce'
791,791,31,17,73,True,31,2023-07-10 19:18:24,2023-07-10 19:18:24,0,0,0,0,0,10/07/2023 20:15,10/07/2023 20:15,False,False,3,False,0,2023-07-10 20:16:00,1E58826B-56A3-47F0-90A9-84A88D65DDEF,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,821,0CB7B243-8E46-4A02-9C99-1500DBEB0803,2023-07-10 14:45:00,2023-07-10 14:45:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf4\x08'
792,792,31,14,73,True,31,2023-07-10 19:32:26,2023-07-10 19:32:26,0,0,0,0,0,10/07/2023 20:00,10/07/2023 20:00,False,False,3,False,0,2023-07-10 20:01:00,65A0FA36-4063-40A2-843B-18E53142AD90,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,822,7684408A-F242-42E1-ACFB-2ADC308F3DB1,2023-07-10 14:30:00,2023-07-10 14:30:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xa4'
793,793,31,14,73,True,31,2023-07-10 19:33:06,2023-07-10 19:33:06,0,0,0,0,0,10/07/2023 20:45,10/07/2023 20:45,False,False,3,False,0,2023-07-10 20:46:00,5CB533FB-27D0-4D40-B022-DD85F64E0307,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,823,01FA4027-5547-4561-9ED2-75A88E71684B,2023-07-10 15:15:00,2023-07-10 15:15:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf4\x1d'
794,794,31,14,85,True,31,2023-07-10 19:33:39,2023-07-10 19:33:39,0,0,0,15,0,10/07/2023 20:00,10/07/2023 20:00,False,False,5,False,0,2023-07-10 20:01:00,1CEF69FA-7E13-4245-A737-42CC03F302DE,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,824,3BD3F407-3797-4211-88FC-3459CDA963D1,2023-07-10 14:30:00,2023-07-10 14:30:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xa5'
795,795,35,3,37,True,35,2023-07-10 15:08:06,2023-07-10 15:08:06,0,10,0,10,0,None,None,False,False,3,False,None,None,B36DD866-4C41-435B-9C09-207F020BF9DC,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,825,8846360C-D9E9-4D89-8973-2011D2BB4CA4,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf1\x1d'
796,796,31,14,83,True,31,2023-07-10 19:40:21.710000,2023-07-10 19:40:21.710000,0,0,0,0,0,None,None,False,False,4,False,None,None,D2A6EA9F-DA16-4076-A085-55041BA1E2B8,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,826,6D2812F5-C62D-479B-B9F9-CFDC4E221289,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf1*'
797,797,31,14,83,True,31,2023-07-10 19:40:32.117000,2023-07-10 19:40:32.117000,0,0,0,0,0,None,None,False,False,4,False,None,None,DD449AE9-43BB-4E9B-ACD6-F52E19936D2D,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,827,6B2E7CCA-E06C-4CCA-ADA0-25794D87BEA6,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf10'
798,798,33,14,83,True,31,2023-07-10 19:41:13,2023-07-10 19:48:54,0,0,0,0,0,None,None,False,False,4,False,31,2023-07-10 19:48:54,E47248F5-5606-47DC-A4C4-9262B5F25B15,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,828,B071A35C-EBE9-4510-9C89-D7A3E17363A7,None,None,None,None,False,None,b'\x00\x00\x00\x00\x00\x00\xf3a'
799,799,35,3,4,True,35,2023-07-10 15:12:40.587000,2023-07-10 15:12:40.587000,0,0,0,0,0,None,None,False,False,3,False,35,2023-07-10 15:15:52.790000,3A83530D-B103-4CBB-8985-2182FA85D848,None,None,None,0,,0,0,None,None,True,False,None,None,None,9,False,False,None,None,None,None,None,0,None,829,A2D633D0-4233-49F1-934C-A3109B86DACC,2023-07-10 14:15:54.533000,2023-07-10 14:30:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3/'
800,800,33,14,83,True,31,2023-07-10 19:42:48,2023-07-10 19:50:28,0,0,0,0,0,None,None,False,False,4,False,31,2023-07-10 19:50:28,A9713FE4-3FC7-493A-A5CA-67175ACBA004,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,830,41CA6F4F-8AA0-4DB8-A368-9C9BBD7349A4,None,None,None,None,False,None,b'\x00\x00\x00\x00\x00\x00\xf3{'
801,801,33,14,83,False,0,2023-07-10 19:43:35,None,1,None,None,None,None,None,None,False,False,4,True,31,2023-07-10 19:49:42.040000,3C720295-88AE-49C4-81B0-5758844DFB2F,None,None,None,0,,0,0,None,None,False,False,None,None,None,None,False,False,None,None,None,None,None,0,None,831,7312854C-D183-40B9-B4A1-AB95B2F0CCEA,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3q'
802,802,35,14,83,True,35,2023-07-10 19:52:49.923000,2023-07-10 19:52:49.923000,0,0,0,0,0,None,None,False,False,8,False,None,None,A5432F97-3F2C-4FFB-8321-C59AD80E849E,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,836,53B7CEEA-5D54-4F7B-B666-39824FD639AF,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\x91'
803,803,35,11,63,True,35,2023-07-10 19:55:35,2023-07-10 19:55:35,0,0,0,15,0,None,None,False,False,4,False,None,None,B7B48113-5B21-424E-8426-99BEF58458EB,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,837,1435E7B3-D9FD-4E9E-89AA-DDEDFE1175D4,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\x99'
804,804,35,13,71,True,35,2023-07-10 20:03:57,2023-07-10 20:03:57,0,0,0,0,0,None,None,False,False,1,False,None,None,EA6D6B3A-F959-4042-B483-E2A77A6A45BA,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,838,891C4022-F0EA-4181-BF7B-EFA01CD83ECE,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xac'
805,805,35,13,71,True,35,2023-07-10 20:04:58,2023-07-10 20:04:58,0,0,0,0,0,None,None,False,False,5,False,None,None,E3A3C30D-6B68-4C06-A161-D709C3DEF186,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,839,B39631F7-9DD2-4FB5-B09C-F8F080D4B17D,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xb4'
806,806,35,13,71,True,35,2023-07-10 20:05:39,2023-07-10 20:06:57,0,0,0,0,0,None,None,False,False,1,False,35,2023-07-10 20:06:57,011729C2-414E-4AAC-855D-83E62FA6A3E8,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,840,05868872-3316-4EE3-A872-2DC5400143CB,None,None,None,None,False,None,b'\x00\x00\x00\x00\x00\x00\xf3\xcd'
807,807,35,13,71,True,35,2023-07-10 20:06:24,2023-07-10 20:06:24,0,0,0,0,0,None,None,False,False,5,False,None,None,92C4A539-8DC3-4444-AB8E-A2558D94CCA3,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,841,04CFAF85-040A-4E26-AF27-034E2A250405,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xc4'
808,808,35,13,71,True,35,2023-07-10 20:07:41.873000,2023-07-10 20:07:41.873000,0,0,0,0,0,None,None,False,False,1,False,None,None,D6FACE07-C82E-465E-9EEE-CFB45B5D4F91,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,844,FD667A04-FA81-4F87-9BC7-25390C9DA744,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xd5'
809,809,35,13,71,True,35,2023-07-10 20:07:58.857000,2023-07-10 20:07:58.857000,0,0,0,0,0,None,None,False,False,6,False,None,None,87C9F5C4-C8ED-4E74-A74D-5F267812545C,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,845,74B409E9-398E-4810-850B-7B5B04C37508,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xdb'
810,810,35,14,63,True,35,2023-07-10 20:08:44.777000,2023-07-10 20:08:44.777000,0,0,0,0,0,None,None,False,False,2,False,None,None,0B0FAFE8-7AE9-403B-A97C-A18CE272B82C,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,846,6B1B5A52-230F-4C57-B342-8B11934CF745,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xe1'
811,811,35,14,63,True,35,2023-07-10 20:08:57.607000,2023-07-10 20:08:57.607000,0,0,0,0,0,None,None,False,False,5,False,None,None,CCB80F08-05EC-437D-A73E-E8DB76B7431E,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,847,1253E46F-E8A0-495E-98FD-70BAAB7A5155,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xe7'
812,812,35,11,63,True,35,2023-07-10 20:09:33.013000,2023-07-10 20:09:33.013000,0,0,0,0,0,None,None,False,False,4,False,None,None,458DABA7-F96A-4296-B6A9-1683818CFD28,None,None,None,0,,0,0,None,None,None,False,None,None,None,9,False,False,None,None,None,None,None,0,None,848,16E87FDF-FD05-4B34-8F95-06B042A1C8D8,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf3\xed'
813,813,35,14,85,True,35,2023-07-10 20:10:43.610000,2023-07-10 20:10:43.610000,0,0,0,15,0,10/07/2023 20:30,10/07/2023 20:30,False,False,5,False,0,2023-07-10 20:30:00,1AEA75F7-646A-49D6-BCE8-311AE0F3F2C7,None,None,None,0,,0,0,None,None,True,False,None,None,None,9,False,False,None,None,None,None,None,0,None,849,E9F83F80-2F1C-4919-A0ED-3C53BD034769,2023-07-10 15:00:00,2023-07-10 15:00:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf4\x14'
814,814,35,14,73,True,35,2023-07-10 20:12:16,2023-07-10 20:12:16,0,0,0,0,0,10/07/2023 20:30,10/07/2023 20:30,False,False,3,False,0,2023-07-10 20:30:00,CFB1B8FD-87ED-47A1-B92D-3FBCB6102CE8,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,851,6A9913D9-80F9-4EBC-AB51-980DB048EF29,2023-07-10 15:00:00,2023-07-10 15:00:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf4\x15'
815,815,35,17,73,True,35,2023-07-10 20:13:06.497000,2023-07-10 20:13:06.497000,0,0,0,0,0,10/07/2023 20:45,10/07/2023 20:45,False,False,3,False,0,2023-07-10 20:46:00,EEE7074E-5690-4054-805D-C930930C6B7F,None,None,None,0,,0,0,None,None,True,False,None,None,None,9,False,False,None,None,None,None,None,0,None,853,11970A5C-6EC1-487C-A4CF-17659B8D937A,2023-07-10 15:15:00,2023-07-10 15:15:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xf4\x1e'
816,816,31,14,73,True,31,2023-07-10 20:26:51,2023-07-10 20:26:51,0,0,0,0,0,11/07/2023 08:15,11/07/2023 08:15,False,False,3,False,0,2023-07-11 08:15:00,EDB676D6-1944-4496-B39B-1CC08B1FFD11,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,854,A5AAB881-7CD0-44CB-867B-068E580021C5,2023-07-11 02:45:00,2023-07-11 02:45:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x00\xfaV'
817,817,35,13,71,True,35,2023-07-11 20:54:45,2023-07-11 20:54:45,0,0,0,0,0,None,None,False,False,1,False,None,None,4B02EA1D-C52D-4C88-B5F0-5848384D76F4,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,855,1C7498B2-59D1-406E-AE7A-47074330A91E,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x03\xc7'
818,818,35,13,71,True,35,2023-07-11 20:56:15,2023-07-11 20:59:50,0,0,0,0,0,None,None,False,False,5,False,35,2023-07-11 20:59:50,9DB14340-A6C8-4582-9AB4-051DC4017F82,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,857,2646B7AC-3272-4D4C-A623-80DC5B76E039,None,None,None,None,False,None,b'\x00\x00\x00\x00\x00\x01\x04N'
819,819,35,13,71,True,35,2023-07-11 20:59:22,2023-07-11 20:59:22,0,0,0,0,0,None,None,False,False,1,False,None,None,A704B984-4571-4847-9126-D70F4B412C98,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,858,5E02725F-24C7-4252-8406-4F01025628A8,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x04.'
820,820,35,13,71,True,35,2023-07-11 21:00:54,2023-07-11 21:00:54,0,0,0,0,0,None,None,False,False,5,False,None,None,04BF9A53-62F6-46FC-9528-1FF03956A18A,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,863,2D2B71EF-722E-408F-A4E7-1E44C3D08B1D,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x04_'
821,821,35,13,71,True,35,2023-07-11 21:01:53,2023-07-11 21:02:17,0,0,0,0,0,None,None,False,False,1,False,35,2023-07-11 21:02:17,E7715F7E-C0EE-454F-97D4-383678CFD13D,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,865,A4A6CED1-4D3D-48DB-A62E-280845E71065,None,None,None,None,False,None,b'\x00\x00\x00\x00\x00\x01\x04r'
822,822,35,17,73,True,35,2023-07-11 21:03:51,2023-07-11 21:03:51,0,0,0,0,0,12/07/2023 08:15,12/07/2023 08:15,False,False,3,False,0,2023-07-12 08:16:00,F3EE7B69-DC6E-4DFD-A147-58E71B17C6BE,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,870,4024DFF8-33C6-4F84-9783-9B5CFC9807F6,2023-07-12 02:45:00,2023-07-12 02:45:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x05\xa2'
823,823,35,14,63,True,35,2023-07-11 21:05:20,2023-07-11 21:05:20,0,0,None,0,None,None,None,False,False,3,False,None,None,D1C89A15-4DF6-4B02-978F-454FFA64C105,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,872,CE4A7455-171C-4384-B4FA-280A7449679B,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x04\x89'
824,824,35,14,73,True,35,2023-07-11 21:07:39,2023-07-11 21:07:39,0,10,0,0,None,12/07/2023 10:15,12/07/2023 10:15,False,False,3,False,0,2023-07-12 10:15:00,A1FABE5E-2207-47E6-94D5-052CBAD559B4,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,876,6D46D6DA-F1AD-4A5F-A7ED-0F1FF80EDB6E,2023-07-12 04:45:00,2023-07-12 04:45:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x05\xa5'
825,825,35,11,63,True,35,2023-07-11 21:09:44,2023-07-11 21:09:44,0,0,None,15,0,None,None,False,False,4,False,None,None,EB0FFE07-9899-46A6-98B3-CFBF572F7CC8,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,878,2D37DFE7-3AC4-49B0-9756-3D492EDD2ED8,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x04\x9e'
826,826,35,13,71,True,35,2023-07-11 21:11:09,2023-07-11 21:11:09,0,0,0,0,0,None,None,False,False,1,False,None,None,1302889C-37FE-4F98-A629-59680B5E29F3,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,879,AEBB8CE4-13F6-4197-96B5-40681504B8C0,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x04\xa6'
827,827,33,14,83,True,31,2023-07-13 12:03:15,2023-07-13 12:09:40,0,0,0,0,0,None,None,False,False,4,False,31,2023-07-13 12:09:40,FB1FF6A8-5C68-4679-B665-B2BFDF70304A,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,880,FD49A41F-660A-47B9-823A-80511CF53B4A,None,None,None,None,False,None,b'\x00\x00\x00\x00\x00\x01\n\xb9'
828,828,33,14,83,True,31,2023-07-13 12:05:49,2023-07-13 12:11:14,0,0,0,0,0,None,None,False,False,8,False,31,2023-07-13 12:11:14,4FC5CE4D-8F3D-40EB-AD83-601A97DFF403,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,883,8F931B8F-2510-42D9-A19C-924A9C4582EF,None,None,None,None,False,None,b'\x00\x00\x00\x00\x00\x01\r\x8d'
829,829,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,0,0,0,15,0,13/07/2023 13:15,13/07/2023 13:15,False,False,5,False,0,2023-07-13 13:15:00,027028BF-7363-4F46-928E-91F7F514F031,None,None,None,0,,0,0,None,None,True,False,None,None,None,None,False,False,None,None,None,None,None,0,None,884,2636EBEB-BB06-4E06-B290-08C6430E26CA,2023-07-13 07:45:00,2023-07-13 07:45:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x0e\xaf'
830,830,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,0,0,0,15,0,14/07/2023 20:01,None,False,False,5,False,0,2023-07-14 20:01:00,3AFBA479-4904-4101-A98E-F6EB95F77810,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,885,2636EBEB-BB06-4E06-B290-08C6430E26CA,2023-07-14 14:31:00,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x10_'
831,831,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,0,0,0,15,0,15/07/2023 20:00,None,False,False,5,False,0,2023-07-15 20:00:00,E14ABC9F-17C6-4320-9027-A4A0D660DFCB,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,886,2636EBEB-BB06-4E06-B290-08C6430E26CA,2023-07-15 14:30:00,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x10d'
832,832,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,0,0,0,15,0,16/07/2023 20:01,None,False,False,5,False,0,2023-07-16 20:01:00,4643DEE1-942B-44E2-8DC9-989CECF47DEA,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,887,2636EBEB-BB06-4E06-B290-08C6430E26CA,2023-07-16 14:31:00,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x10f'
833,833,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,0,0,0,15,0,17/07/2023 20:01,None,False,False,5,False,0,2023-07-17 20:01:00,8E7585A9-8E01-463D-B907-81C2C05942C6,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,888,2636EBEB-BB06-4E06-B290-08C6430E26CA,2023-07-17 14:31:00,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x12\xdf'
834,834,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,0,0,0,15,0,18/07/2023 20:00,None,False,False,5,False,0,2023-07-18 20:00:00,4EBD0494-9A34-4858-B916-344970BC559E,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,889,2636EBEB-BB06-4E06-B290-08C6430E26CA,2023-07-18 14:30:00,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x14v'
835,835,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,0,0,0,15,0,19/07/2023 13:01,19/07/2023 20:00,False,False,5,False,0,2023-07-19 20:00:00,F9EEEF08-442C-452C-86EC-036578D880EC,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,890,2636EBEB-BB06-4E06-B290-08C6430E26CA,2023-07-19 07:31:00,2023-07-19 14:30:00,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x15\xd1'
836,836,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,1,0,0,15,0,None,None,False,False,5,False,31,2023-07-19 13:13:10.003000,324EC7C7-277B-41C3-9DAA-CC4EB03A4DF3,None,None,None,0,,0,0,None,None,False,False,None,None,None,None,False,False,None,None,None,None,None,0,None,891,2636EBEB-BB06-4E06-B290-08C6430E26CA,None,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x15<'
837,837,33,14,85,True,33,2023-07-13 12:07:12,2023-07-13 12:07:12,0,0,0,15,0,21/07/2023 20:00,None,False,False,5,False,0,2023-07-21 20:00:00,F647B6C2-53CA-4B5D-A7ED-F5EC851BD5BA,None,None,None,0,,0,0,None,None,None,False,None,None,None,None,False,False,None,None,None,None,None,0,None,892,2636EBEB-BB06-4E06-B290-08C6430E26CA,2023-07-21 14:30:00,None,None,None,None,None,b'\x00\x00\x00\x00\x00\x01\x18\xeb'
