filter,SurrogateKey,TenantID,pkBookingID,fkUserID,fkLocationID,dateAdded,trackDate,fkHostID,noShow,BookingSource,deleteBooking,RealStartDateTimeUTC,RealEndDateTimeUTC,bookingRealStartTime,bookingRealEndTime,cleanDownPeriod,cleanDownUnit,PipelineExecutionDate
524,10763,condeco777,524,31,14,2023-05-23 18:36:23.390000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
525,10823,condeco777,525,32,15,2023-05-23 05:28:40,None,None,None,None,0,None,None,None,None,0,15,2024-02-06
526,10883,condeco777,526,32,15,2023-05-23 05:30:00,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
527,10943,condeco777,527,32,15,2023-05-23 05:31:37,None,None,None,None,0,None,None,None,None,0,10,2024-02-06
528,11003,condeco777,528,32,15,2023-05-23 05:32:19.433000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
529,11063,condeco777,529,32,15,2023-05-23 05:32:46.040000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
530,11123,condeco777,530,31,11,2023-05-24 13:08:18.383000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
531,11183,condeco777,531,31,11,2023-05-24 13:10:20.703000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
532,11243,condeco777,532,31,14,2023-05-24 16:24:08,None,None,None,None,0,None,None,None,None,None,0,2024-02-06
533,11303,condeco777,533,31,11,2023-05-24 16:26:40,2023-05-24 16:58:06.077000,None,None,None,0,2023-05-24 11:28:06,None,May 24 2023  4:58PM,None,None,0,2024-02-06
534,11363,condeco777,534,31,11,2023-05-24 16:28:26,2023-05-24 17:39:32.293000,None,None,None,0,2023-05-24 11:28:12,2023-05-24 12:15:00,May 24 2023  4:58PM,May 24 2023  5:39PM,None,0,2024-02-06
535,11423,condeco777,535,31,11,2023-05-24 16:53:09,None,None,None,None,0,None,None,None,None,None,0,2024-02-06
536,11483,condeco777,536,31,11,2023-05-24 16:54:07,None,None,None,None,0,None,None,None,None,None,0,2024-02-06
537,11543,condeco777,537,31,11,2023-05-24 16:55:58,None,None,None,None,0,None,None,None,None,None,0,2024-02-06
538,11603,condeco777,538,31,11,2023-05-24 17:38:30,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
539,11663,condeco777,539,31,11,2023-05-24 17:38:59.527000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
540,11723,condeco777,540,31,11,2023-05-24 17:40:12,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
541,11783,condeco777,541,31,11,2023-05-24 17:42:39,2023-05-24 17:42:39,None,None,None,0,None,None,None,None,None,0,2024-02-06
542,11843,condeco777,542,31,3,2023-05-24 17:42:39,2023-05-24 17:42:39,None,None,None,0,None,None,None,None,0,0,2024-02-06
543,11903,condeco777,543,32,15,2023-05-24 06:51:09,2023-05-25 08:16:00,None,True,None,0,2023-05-25 18:15:00,2023-05-25 18:15:00,25/05/2023 08:15,25/05/2023 08:15,0,15,2024-02-06
544,11963,condeco777,544,31,14,2023-05-25 10:49:29.693000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
545,12023,condeco777,545,31,11,2023-05-25 10:50:51.183000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
546,12083,condeco777,546,31,3,2023-05-25 10:17:57.850000,2023-05-25 10:28:04.860000,None,None,9,0,2023-05-25 09:28:04,None,May 25 2023 10:28AM,None,0,0,2024-02-06
547,12143,condeco777,547,31,3,2023-05-25 10:18:59,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
548,12203,condeco777,548,31,14,2023-05-25 14:49:56,2023-05-25 14:58:20.813000,None,None,None,0,2023-05-25 09:28:20,None,May 25 2023  2:58PM,None,None,0,2024-02-06
549,11016,condeco777,549,31,14,2023-05-25 14:51:38,2023-05-25 15:20:24.737000,None,None,None,0,2023-05-25 09:50:24,None,May 25 2023  3:20PM,None,0,15,2024-02-06
550,11076,condeco777,550,31,14,2023-05-25 14:52:54,2023-05-25 17:56:43.270000,None,None,None,0,2023-05-25 11:35:33,2023-05-25 12:30:00,May 25 2023  5:05PM,May 25 2023  5:56PM,0,30,2024-02-06
551,11136,condeco777,551,31,11,2023-05-25 14:58:42.847000,2023-05-25 14:58:48.043000,None,None,9,0,2023-05-25 09:28:48,None,May 25 2023  2:58PM,None,0,0,2024-02-06
552,11196,condeco777,552,31,11,2023-05-25 14:58:59.080000,2023-05-25 15:00:49.730000,None,True,9,0,2023-05-25 09:30:49.907000,2023-05-25 09:45:00,None,None,0,0,2024-02-06
553,11256,condeco777,553,31,11,2023-05-25 15:00:39,2023-05-25 17:54:16.080000,None,None,None,0,2023-05-25 11:35:06,2023-05-25 12:30:00,May 25 2023  5:05PM,May 25 2023  5:54PM,1,1,2024-02-06
554,11316,condeco777,554,31,11,2023-05-25 15:01:17,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
555,11376,condeco777,555,31,11,2023-05-25 15:02:07,2023-05-25 17:55:08.610000,None,None,None,0,2023-05-25 11:35:16,2023-05-25 12:30:00,May 25 2023  5:05PM,May 25 2023  5:55PM,None,0,2024-02-06
556,11436,condeco777,556,31,11,2023-05-25 15:03:59,2023-05-25 15:03:59,None,None,None,0,None,None,None,None,1,1,2024-02-06
557,11496,condeco777,557,31,14,2023-05-25 15:03:59,2023-05-25 15:03:59,None,None,None,0,None,None,None,None,None,0,2024-02-06
558,11556,condeco777,558,31,3,2023-05-25 11:52:55.333000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
559,11616,condeco777,559,31,3,2023-05-25 12:35:42.947000,None,None,None,9,0,None,None,25/05/2023 12:35,None,0,0,2024-02-06
560,11676,condeco777,560,31,13,2023-05-26 10:11:00.963000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
561,11736,condeco777,561,35,13,2023-05-26 10:13:41.497000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
562,11796,condeco777,562,35,14,2023-05-26 10:17:52.080000,2023-05-26 11:00:18.010000,None,None,9,0,2023-05-26 05:30:18,None,May 26 2023 11:00AM,None,0,15,2024-02-06
563,11856,condeco777,563,35,14,2023-05-26 10:18:08.220000,2023-05-26 10:58:08.513000,None,None,9,0,None,2023-05-26 05:30:00,26/05/2023 10:18,May 26 2023 10:58AM,0,0,2024-02-06
564,11916,condeco777,564,35,14,2023-05-26 10:18:27.203000,2023-05-26 10:29:46.010000,None,None,9,0,2023-05-26 04:59:46,None,May 26 2023 10:29AM,None,0,0,2024-02-06
565,11976,condeco777,565,35,14,2023-05-26 12:09:19.893000,2023-05-26 12:59:04.947000,None,None,9,0,2023-05-26 07:02:31,2023-05-26 07:30:00,May 26 2023 12:32PM,May 26 2023 12:59PM,0,0,2024-02-06
566,12036,condeco777,566,35,14,2023-05-26 12:34:22.527000,None,None,None,9,0,None,None,26/05/2023 12:34,None,0,0,2024-02-06
567,12096,condeco777,567,35,14,2023-05-26 12:50:19,None,None,None,None,0,None,None,None,None,1,1,2024-02-06
568,12156,condeco777,568,31,3,2023-05-26 11:37:50,2023-05-26 12:28:23.007000,None,None,None,0,2023-05-26 10:45:11,2023-05-26 11:30:00,May 26 2023 11:45AM,May 26 2023 12:28PM,1,1,2024-02-06
569,12216,condeco777,569,31,3,2023-05-26 11:59:27,2023-05-26 12:23:26.083000,None,None,None,0,2023-05-26 11:00:10,2023-05-26 11:30:00,May 26 2023 12:00PM,May 26 2023 12:23PM,0,15,2024-02-06
570,12276,condeco777,570,31,14,2023-05-26 17:02:11,2023-05-26 17:02:19.957000,None,None,None,0,2023-05-26 11:32:19,None,May 26 2023  5:02PM,None,0,15,2024-02-06
571,12336,condeco777,571,31,14,2023-05-26 17:28:51,2023-05-26 17:42:14.560000,None,None,None,0,2023-05-26 11:58:57,2023-05-26 12:15:00,May 26 2023  5:28PM,May 26 2023  5:42PM,0,30,2024-02-06
572,12396,condeco777,572,31,14,2023-05-26 17:45:57,2023-05-26 18:41:13.637000,None,None,None,0,2023-05-26 13:09:57,2023-05-26 13:15:00,May 26 2023  6:39PM,May 26 2023  6:41PM,1,1,2024-02-06
573,12456,condeco777,573,31,14,2023-05-26 18:37:43,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
574,12516,condeco777,574,31,14,2023-05-26 18:38:45,None,None,None,None,0,None,None,None,None,0,15,2024-02-06
575,12576,condeco777,575,31,14,2023-05-26 18:39:40,None,None,None,None,0,None,None,None,None,0,15,2024-02-06
576,12636,condeco777,576,31,14,2023-05-26 18:42:13.477000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
577,12696,condeco777,577,31,14,2023-05-26 18:43:02,None,None,None,None,0,None,None,None,None,0,15,2024-02-06
578,12756,condeco777,578,31,14,2023-05-26 18:43:24.650000,2023-05-26 19:01:00,None,True,9,0,2023-05-26 13:30:00,2023-05-26 13:30:00,26/05/2023 19:00,26/05/2023 19:00,0,0,2024-02-06
579,12816,condeco777,579,31,14,2023-05-26 18:44:00,2023-05-26 20:16:00,None,True,None,0,2023-05-26 14:45:00,2023-05-26 14:45:00,26/05/2023 20:15,26/05/2023 20:15,0,0,2024-02-06
580,12876,condeco777,580,31,14,2023-05-26 18:44:27,2023-05-26 20:46:00,None,True,None,0,2023-05-26 15:15:00,2023-05-26 15:15:00,26/05/2023 20:45,26/05/2023 20:45,0,15,2024-02-06
581,12936,condeco777,581,31,14,2023-05-29 10:19:19.820000,2023-05-29 10:34:25.693000,None,None,9,0,None,2023-05-29 05:15:00,29/05/2023 10:19,May 29 2023 10:34AM,0,0,2024-02-06
582,37,condeco777,582,31,14,2023-05-29 10:19:56,None,None,None,None,0,None,None,None,None,0,15,2024-02-06
583,97,condeco777,583,33,14,2023-05-29 10:35:42,2023-05-29 10:42:17.990000,None,None,None,0,None,None,None,None,0,0,2024-02-06
584,157,condeco777,584,33,14,2023-05-29 10:43:19.213000,None,None,None,9,0,None,None,None,None,0,15,2024-02-06
585,217,condeco777,585,33,14,2023-05-29 10:44:07,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
586,277,condeco777,586,31,11,2023-05-29 10:57:26,2023-05-29 10:57:38.300000,None,None,None,0,2023-05-29 05:27:38,None,May 29 2023 10:57AM,None,0,15,2024-02-06
587,337,condeco777,587,31,14,2023-05-29 18:39:29,2023-05-29 18:39:53.227000,None,None,None,0,None,None,None,None,0,0,2024-02-06
588,397,condeco777,588,31,14,2023-05-29 18:39:29,2023-05-30 15:38:20,None,None,None,0,None,None,None,None,0,0,2024-02-06
589,457,condeco777,589,31,14,2023-05-29 18:39:29,2023-05-29 18:40:27,None,None,None,0,None,None,None,None,0,0,2024-02-06
590,517,condeco777,590,31,14,2023-05-29 18:39:29,2023-05-29 18:40:27,None,None,None,0,None,None,None,None,0,0,2024-02-06
591,577,condeco777,591,31,14,2023-05-29 18:39:29,2023-05-29 18:40:27,None,None,None,0,None,None,None,None,0,0,2024-02-06
592,637,condeco777,592,31,14,2023-05-30 12:26:59.580000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
593,697,condeco777,593,31,14,2023-05-30 12:27:48,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
594,757,condeco777,594,32,15,2023-05-30 23:52:59,2023-05-31 08:15:00,None,True,None,0,2023-05-31 18:15:00,2023-05-31 18:15:00,31/05/2023 08:15,31/05/2023 08:15,1,1,2024-02-06
595,817,condeco777,595,32,15,2023-05-31 00:03:29,2023-05-31 13:31:00,None,True,None,0,2023-05-31 23:30:00,2023-05-31 23:30:00,31/05/2023 13:30,31/05/2023 13:30,None,0,2024-02-06
596,877,condeco777,596,32,15,2023-05-31 00:06:22,2023-05-31 08:30:00,None,True,None,0,2023-05-31 18:30:00,2023-05-31 18:30:00,31/05/2023 08:30,31/05/2023 08:30,0,0,2024-02-06
597,937,condeco777,597,31,3,2023-05-31 12:53:26.917000,2023-05-31 13:26:44.627000,None,None,9,0,2023-05-31 12:05:21,2023-05-31 12:30:00,May 31 2023  1:05PM,May 31 2023  1:26PM,0,15,2024-02-06
598,997,condeco777,598,31,3,2023-05-31 12:53:47.030000,2023-05-31 13:08:30.893000,None,None,9,0,2023-05-31 12:08:30,None,May 31 2023  1:08PM,None,0,0,2024-02-06
599,1057,condeco777,599,31,3,2023-05-31 12:55:00,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
600,1117,condeco777,600,31,13,2023-06-01 10:18:53.677000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
601,1177,condeco777,601,31,14,2023-06-01 10:23:33.227000,2023-06-01 10:56:20.507000,None,None,9,0,2023-06-01 05:03:42,2023-06-01 05:30:00,Jun  1 2023 10:33AM,Jun  1 2023 10:56AM,0,0,2024-02-06
602,1237,condeco777,602,31,14,2023-06-01 10:23:47.240000,2023-06-01 11:07:20.370000,None,None,9,0,2023-06-01 05:37:20,None,Jun  1 2023 11:07AM,None,0,0,2024-02-06
603,1297,condeco777,603,31,14,2023-06-01 10:25:33,2023-06-01 10:33:54.777000,None,True,None,0,2023-06-01 05:03:54.960000,2023-06-01 05:15:00,None,None,0,0,2024-02-06
604,1357,condeco777,604,31,14,2023-06-01 10:27:54,2023-06-01 11:07:24.210000,None,None,None,0,2023-06-01 05:37:24,None,Jun  1 2023 11:07AM,None,0,0,2024-02-06
605,1417,condeco777,605,32,15,2023-05-31 20:01:41,2023-06-01 08:16:00,None,True,None,0,2023-06-01 18:15:00,2023-06-01 18:15:00,01/06/2023 08:15,01/06/2023 08:15,None,0,2024-02-06
606,1477,condeco777,606,31,3,2023-06-01 10:23:26.767000,2023-06-01 11:01:20.557000,None,None,9,0,2023-06-01 09:34:26,2023-06-01 10:15:00,Jun  1 2023 10:34AM,Jun  1 2023 11:01AM,0,15,2024-02-06
607,1537,condeco777,607,31,3,2023-06-01 10:23:39.200000,2023-06-01 11:24:51.993000,None,None,9,0,2023-06-01 10:01:25,2023-06-01 10:30:00,Jun  1 2023 11:01AM,Jun  1 2023 11:24AM,0,0,2024-02-06
608,1597,condeco777,608,31,14,2023-06-01 15:55:32.290000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
609,1657,condeco777,609,31,3,2023-06-01 12:30:45.673000,2023-06-01 12:43:36.360000,None,None,9,0,2023-06-01 11:32:32,2023-06-01 11:45:00,Jun  1 2023 12:32PM,Jun  1 2023 12:43PM,0,15,2024-02-06
610,1717,condeco777,610,31,3,2023-06-01 12:33:38.373000,2023-06-01 12:43:44.500000,None,None,9,0,None,2023-06-01 11:45:00,01/06/2023 12:33,Jun  1 2023 12:43PM,0,0,2024-02-06
611,1777,condeco777,611,32,15,2023-06-01 01:52:49.737000,2023-06-01 08:30:00,None,True,9,0,2023-06-01 18:30:00,2023-06-01 18:30:00,01/06/2023 08:30,01/06/2023 08:30,0,0,2024-02-06
612,1837,condeco777,612,32,15,2023-06-01 01:53:39,2023-06-01 11:31:00,None,True,None,0,2023-06-01 21:30:00,2023-06-01 21:30:00,01/06/2023 11:30,01/06/2023 11:30,None,0,2024-02-06
613,1897,condeco777,613,32,11,2023-06-01 17:24:24.347000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
614,1957,condeco777,614,31,3,2023-06-01 14:08:57.523000,2023-06-01 14:34:42.310000,None,None,9,0,2023-06-01 13:16:59,2023-06-01 13:45:00,Jun  1 2023  2:16PM,Jun  1 2023  2:34PM,0,15,2024-02-06
615,2017,condeco777,615,31,3,2023-06-01 14:09:24.997000,None,None,None,9,0,None,None,None,None,0,15,2024-02-06
616,2077,condeco777,616,31,3,2023-06-01 14:09:44.520000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
617,2137,condeco777,617,31,3,2023-06-01 14:09:55.847000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
618,2197,condeco777,618,31,3,2023-06-01 14:10:10.480000,2023-06-01 14:34:59.360000,None,None,9,0,2023-06-01 13:34:59,None,Jun  1 2023  2:34PM,None,0,0,2024-02-06
619,2257,condeco777,619,31,14,2023-06-02 10:31:45.250000,None,None,None,9,0,None,None,02/06/2023 10:31,None,0,0,2024-02-06
620,2317,condeco777,620,31,14,2023-06-02 10:32:05.833000,2023-06-02 11:40:17.010000,None,None,9,0,2023-06-02 05:52:21,2023-06-02 06:15:00,Jun  2 2023 11:22AM,Jun  2 2023 11:40AM,0,0,2024-02-06
621,2377,condeco777,621,31,3,2023-06-02 14:14:20.407000,None,None,None,9,0,None,None,None,None,0,15,2024-02-06
622,2437,condeco777,622,32,16,2023-06-05 11:39:36.200000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
623,2497,condeco777,623,32,15,2023-06-05 01:40:26.460000,2023-06-05 01:47:15.280000,None,None,1,1,None,None,None,None,0,0,2024-02-06
624,2557,condeco777,624,32,16,2023-06-05 11:42:42.853000,2023-06-05 11:45:54.300000,None,None,1,1,None,None,None,None,0,0,2024-02-06
625,2617,condeco777,625,32,16,2023-06-05 11:47:47.993000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
626,2677,condeco777,626,32,16,2023-06-05 11:50:43.583000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
627,2737,condeco777,627,32,16,2023-06-05 12:01:59.477000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
628,2797,condeco777,628,32,16,2023-06-05 12:03:20.470000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
629,2857,condeco777,629,35,3,2023-06-05 13:19:26.843000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
630,2917,condeco777,630,31,13,2023-06-06 10:45:41.693000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
631,2977,condeco777,631,35,15,2023-06-05 19:21:35.387000,2023-06-05 21:10:16.367000,None,None,1,1,None,None,None,None,0,0,2024-02-06
632,3037,condeco777,632,35,14,2023-06-06 10:52:24.187000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
633,3097,condeco777,633,2,3,2023-06-06 14:58:58.653000,2023-06-06 15:00:54.243000,None,None,9,0,2023-06-06 14:00:54,None,Jun  6 2023  3:00PM,None,0,0,2024-02-06
634,3157,condeco777,634,2,3,2023-06-06 14:59:27.207000,2023-06-06 15:01:02.177000,None,None,9,0,2023-06-06 14:01:02,None,Jun  6 2023  3:01PM,None,0,0,2024-02-06
635,3217,condeco777,635,2,3,2023-06-06 15:00:27,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
636,3277,condeco777,636,2,3,2023-06-06 15:02:10.597000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
637,3337,condeco777,637,2,3,2023-06-06 15:02:56,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
638,3397,condeco777,638,2,13,2023-06-06 19:33:49.200000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
639,3457,condeco777,639,2,13,2023-06-06 19:35:13,None,None,None,None,0,None,None,None,None,None,0,2024-02-06
640,3517,condeco777,640,31,3,2023-06-07 12:49:44,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
641,3577,condeco777,641,31,8,2023-06-07 19:50:40,2023-06-07 19:56:11,None,None,None,0,2023-06-07 11:56:11,None,Jun  7 2023  7:56PM,None,0,0,2024-02-06
642,3637,condeco777,642,31,14,2023-06-07 17:21:15,2023-06-07 17:26:19,None,None,None,0,2023-06-07 11:56:19,None,Jun  7 2023  5:26PM,None,0,0,2024-02-06
643,3697,condeco777,643,31,14,2023-06-07 17:22:12,2023-06-07 17:26:29,None,None,None,0,2023-06-07 11:56:29,None,Jun  7 2023  5:26PM,None,0,0,2024-02-06
644,3757,condeco777,644,31,15,2023-06-07 01:52:48,2023-06-07 09:16:00,None,True,None,0,2023-06-07 19:15:00,2023-06-07 19:15:00,07/06/2023 09:15,07/06/2023 09:15,0,15,2024-02-06
645,3817,condeco777,645,31,9,2023-06-07 19:53:15,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
646,3877,condeco777,646,31,10,2023-06-07 21:54:14,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
647,3937,condeco777,647,31,5,2023-06-07 04:55:13,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
648,3997,condeco777,648,31,5,2023-06-07 04:55:13,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
649,4057,condeco777,649,31,5,2023-06-07 04:55:13,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
650,4117,condeco777,650,31,5,2023-06-07 04:55:13,2023-06-13 05:08:57.690000,None,True,None,0,2023-06-13 12:08:57.770000,2023-06-13 12:15:00,None,None,0,0,2024-02-06
651,4177,condeco777,651,31,5,2023-06-07 04:55:13,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
652,4237,condeco777,652,31,5,2023-06-07 04:55:13,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
653,4297,condeco777,653,31,13,2023-06-09 13:34:20.003000,None,None,None,5,0,None,None,None,None,0,0,2024-02-06
654,4357,condeco777,654,31,13,2023-06-09 14:56:00,2023-06-14 16:29:15.867000,None,None,None,0,2023-06-13 12:04:26,2023-06-14 11:00:00,Jun 13 2023  5:34PM,Jun 14 2023  4:29PM,0,0,2024-02-06
655,4417,condeco777,655,31,13,2023-06-12 10:44:30.267000,None,None,None,5,0,None,None,None,None,0,0,2024-02-06
656,4477,condeco777,656,31,13,2023-06-12 10:46:27.697000,None,None,None,5,0,None,None,None,None,0,0,2024-02-06
657,4537,condeco777,657,31,13,2023-06-12 10:47:32.117000,None,None,None,5,0,None,None,None,None,0,0,2024-02-06
658,4597,condeco777,658,31,17,2023-06-12 12:25:19.010000,2023-06-13 11:01:43.677000,None,None,9,0,None,None,None,None,0,0,2024-02-06
659,4657,condeco777,659,31,17,2023-06-12 12:26:36.353000,2023-06-13 11:01:43.677000,None,None,9,0,2023-06-12 06:59:17,2023-06-12 07:30:00,Jun 12 2023 12:29PM,12/06/2023 13:00,0,0,2024-02-06
660,4717,condeco777,660,31,17,2023-06-12 12:26:59.780000,2023-06-13 11:01:43.677000,None,None,9,0,None,None,None,None,0,0,2024-02-06
661,4777,condeco777,661,31,14,2023-06-13 14:52:19.543000,2023-06-13 15:25:27.513000,None,None,9,0,2023-06-13 09:53:07,2023-06-13 10:00:00,Jun 13 2023  3:23PM,Jun 13 2023  3:25PM,0,15,2024-02-06
662,4837,condeco777,662,2,17,2023-06-13 14:59:31.157000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
663,4897,condeco777,663,2,17,2023-06-13 15:02:06.897000,2023-06-13 11:01:43.677000,None,None,9,0,None,2023-06-13 10:00:00,13/06/2023 15:02,Jun 13 2023  3:23PM,0,0,2024-02-06
664,4957,condeco777,664,2,17,2023-06-13 15:02:29.580000,2023-06-13 11:01:43.677000,None,True,9,0,2023-06-13 10:45:00,2023-06-13 10:45:00,13/06/2023 16:15,13/06/2023 16:15,0,0,2024-02-06
665,5017,condeco777,665,2,17,2023-06-13 15:03:46.047000,2023-06-13 16:29:20.613000,None,False,9,1,None,None,None,None,0,0,2024-02-06
666,5077,condeco777,666,2,3,2023-06-13 10:34:57.363000,2023-06-13 11:02:24.177000,None,True,9,0,2023-06-13 10:02:24.380000,2023-06-13 10:15:00,None,None,0,15,2024-02-06
667,5137,condeco777,667,32,3,2023-06-13 10:43:14.153000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
668,5197,condeco777,668,32,3,2023-06-13 10:43:29.497000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
669,5257,condeco777,669,32,3,2023-06-13 10:45:04.490000,2023-06-13 11:02:40.853000,None,True,9,0,2023-06-13 10:02:40.867000,2023-06-13 10:15:00,None,None,0,0,2024-02-06
670,5317,condeco777,670,32,14,2023-06-13 15:20:46,2023-06-13 16:16:00,None,True,None,0,2023-06-13 10:45:00,2023-06-13 10:45:00,13/06/2023 16:15,13/06/2023 16:15,0,0,2024-02-06
671,5377,condeco777,671,32,14,2023-06-13 15:25:48,2023-06-13 16:16:00,None,True,None,0,2023-06-13 10:45:00,2023-06-13 10:45:00,13/06/2023 16:15,13/06/2023 16:15,0,0,2024-02-06
672,5437,condeco777,672,32,17,2023-06-13 16:32:57.607000,2023-06-13 17:15:00,None,True,9,0,2023-06-13 11:45:00,2023-06-13 11:45:00,13/06/2023 17:15,13/06/2023 17:15,0,0,2024-02-06
673,5497,condeco777,673,31,8,2023-06-13 20:04:09.787000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
674,5557,condeco777,674,31,13,2023-06-13 17:34:50.770000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
675,5617,condeco777,675,31,9,2023-06-13 20:05:14.147000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
676,5677,condeco777,676,31,11,2023-06-13 17:36:43.970000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
677,5737,condeco777,677,31,11,2023-06-13 17:36:52.877000,None,None,None,9,0,None,None,None,None,0,15,2024-02-06
678,5797,condeco777,678,31,14,2023-06-13 17:37:09.537000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
679,5857,condeco777,679,31,17,2023-06-14 10:42:28.443000,2023-06-14 11:15:00,None,True,9,0,2023-06-14 05:45:00,2023-06-14 05:45:00,14/06/2023 11:15,14/06/2023 11:15,0,0,2024-02-06
680,5917,condeco777,680,31,17,2023-06-14 10:42:41.863000,2023-06-14 12:16:00,None,True,9,0,2023-06-14 06:45:00,2023-06-14 06:45:00,14/06/2023 12:15,14/06/2023 12:15,0,0,2024-02-06
681,5977,condeco777,681,31,17,2023-06-14 10:43:57.540000,None,None,None,5,0,None,None,None,None,0,0,2024-02-06
682,6037,condeco777,682,31,3,2023-06-14 10:58:19,2023-06-14 11:00:43.423000,None,True,None,0,2023-06-14 10:00:43.490000,2023-06-14 10:15:00,None,None,1,1,2024-02-06
683,6097,condeco777,683,31,3,2023-06-14 10:58:53.693000,2023-06-14 11:02:01.340000,None,True,9,0,2023-06-14 10:02:01.350000,2023-06-14 10:15:00,None,None,0,0,2024-02-06
684,6157,condeco777,684,31,14,2023-06-14 15:32:58,2023-06-14 16:15:00,None,True,None,0,2023-06-14 10:45:00,2023-06-14 10:45:00,14/06/2023 16:15,14/06/2023 16:15,1,1,2024-02-06
685,6217,condeco777,685,31,3,2023-06-14 11:37:47.163000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
686,6277,condeco777,686,31,3,2023-06-14 11:37:56.120000,None,None,None,9,0,None,None,None,None,0,0,2024-02-06
687,6337,condeco777,687,31,3,2023-06-14 12:15:43,None,None,None,None,0,None,None,None,None,1,1,2024-02-06
688,6397,condeco777,688,31,14,2023-06-14 16:54:52,2023-06-14 17:16:00,None,True,None,0,2023-06-14 11:45:00,2023-06-14 11:45:00,14/06/2023 17:15,14/06/2023 17:15,1,1,2024-02-06
689,6457,condeco777,689,31,13,2023-06-14 17:28:09.250000,None,None,None,5,0,None,None,None,None,0,0,2024-02-06
690,6517,condeco777,690,31,13,2023-06-14 17:30:35.120000,None,None,None,5,0,None,None,None,None,0,0,2024-02-06
691,6577,condeco777,691,31,13,2023-06-15 11:53:34.360000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
692,6637,condeco777,692,31,13,2023-06-15 11:56:12.170000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
693,6697,condeco777,693,31,13,2023-06-15 12:13:08.430000,2023-06-15 12:13:47.630000,None,None,1,0,None,None,None,None,0,0,2024-02-06
694,6757,condeco777,694,31,11,2023-06-15 12:14:43.717000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
695,6817,condeco777,695,38,11,2023-06-15 13:12:26.007000,None,None,None,11,0,None,None,None,None,0,0,2024-02-06
696,6877,condeco777,696,37,11,2023-06-15 13:13:06.190000,None,None,None,11,0,None,None,None,None,0,0,2024-02-06
697,6937,condeco777,697,33,11,2023-06-15 13:13:54.020000,None,None,None,11,0,None,None,None,None,0,0,2024-02-06
