filter,SurrogateKey,TenantID,pkBookingID,fkUserID,fkLocationID,dateAdded,trackDate,fkHostID,noShow,BookingSource,deleteBooking,RealStartDateTimeUTC,RealEndDateTimeUTC,bookingRealStartTime,bookingRealEndTime,cleanDownPeriod,cleanDownUnit,PipelineExecutionDate
1536,12642,condeco777,1536,31,17,2023-09-04 17:13:58.720000,2023-09-04 19:01:00,None,True,9,0,2023-09-04 13:30:00,2023-09-04 13:30:00,04/09/2023 19:00,04/09/2023 19:00,0,0,2024-02-06
1537,12702,condeco777,1537,31,16,2023-09-04 17:16:03,2023-09-04 17:31:00,None,True,None,0,2023-09-04 12:00:00,2023-09-04 12:00:00,04/09/2023 17:30,04/09/2023 17:30,0,0,2024-02-06
1538,12762,condeco777,1538,31,16,2023-09-04 17:16:03,2023-09-05 17:31:00,None,True,None,0,2023-09-05 12:00:00,2023-09-05 12:00:00,05/09/2023 17:30,05/09/2023 17:30,0,0,2024-02-06
1539,12822,condeco777,1539,31,16,2023-09-04 17:16:03,2023-09-06 17:31:00,None,True,None,0,2023-09-06 12:00:00,2023-09-06 12:00:00,06/09/2023 17:30,06/09/2023 17:30,0,0,2024-02-06
1540,12882,condeco777,1540,31,16,2023-09-04 17:16:03,2023-09-07 17:31:00,None,True,None,0,2023-09-07 12:00:00,2023-09-07 12:00:00,07/09/2023 17:30,07/09/2023 17:30,0,0,2024-02-06
1541,12942,condeco777,1541,31,16,2023-09-04 17:16:03,2023-09-08 17:32:00,None,True,None,0,2023-09-08 12:00:00,2023-09-08 12:00:00,08/09/2023 17:30,08/09/2023 17:30,0,0,2024-02-06
1542,13002,condeco777,1542,31,16,2023-09-04 17:16:03,2023-09-09 17:31:00,None,True,None,0,2023-09-09 12:00:00,2023-09-09 12:00:00,09/09/2023 17:30,09/09/2023 17:30,0,0,2024-02-06
1543,13062,condeco777,1543,31,16,2023-09-04 17:16:03,2023-09-10 17:31:00,None,True,None,0,2023-09-10 12:00:00,2023-09-10 12:00:00,10/09/2023 17:30,10/09/2023 17:30,0,0,2024-02-06
1544,13122,condeco777,1544,31,16,2023-09-04 17:16:03,2023-09-11 17:31:00,None,True,None,0,2023-09-11 12:00:00,2023-09-11 12:00:00,11/09/2023 17:30,11/09/2023 17:30,0,0,2024-02-06
1545,13182,condeco777,1545,31,16,2023-09-04 17:16:03,2023-09-12 17:31:00,None,True,None,0,2023-09-12 12:00:00,2023-09-12 12:00:00,12/09/2023 17:30,12/09/2023 17:30,0,0,2024-02-06
1546,13242,condeco777,1546,31,16,2023-09-04 17:16:03,2023-09-13 17:31:00,None,True,None,0,2023-09-13 12:00:00,2023-09-13 12:00:00,13/09/2023 17:30,13/09/2023 17:30,0,0,2024-02-06
1547,13302,condeco777,1547,31,16,2023-09-04 17:16:03,2023-09-14 17:31:00,None,True,None,0,2023-09-14 12:00:00,2023-09-14 12:00:00,14/09/2023 17:30,14/09/2023 17:30,0,0,2024-02-06
1548,13362,condeco777,1548,31,16,2023-09-04 17:16:03,2023-09-15 17:31:00,None,True,None,0,2023-09-15 12:00:00,2023-09-15 12:00:00,15/09/2023 17:30,15/09/2023 17:30,0,0,2024-02-06
1549,13422,condeco777,1549,31,16,2023-09-04 17:16:03,2023-09-16 17:31:00,None,True,None,0,2023-09-16 12:00:00,2023-09-16 12:00:00,16/09/2023 17:30,16/09/2023 17:30,0,0,2024-02-06
1550,13482,condeco777,1550,31,16,2023-09-04 17:16:03,2023-09-17 17:31:00,None,True,None,0,2023-09-17 12:00:00,2023-09-17 12:00:00,17/09/2023 17:30,17/09/2023 17:30,0,0,2024-02-06
1551,13542,condeco777,1551,31,16,2023-09-04 17:16:03,2023-09-18 17:31:00,None,True,None,0,2023-09-18 12:00:00,2023-09-18 12:00:00,18/09/2023 17:30,18/09/2023 17:30,0,0,2024-02-06
1552,13602,condeco777,1552,31,16,2023-09-04 17:16:03,2023-09-19 17:31:00,None,True,None,0,2023-09-19 12:00:00,2023-09-19 12:00:00,19/09/2023 17:30,19/09/2023 17:30,0,0,2024-02-06
1553,13662,condeco777,1553,31,16,2023-09-04 17:16:03,2023-09-20 17:30:00,None,True,None,0,2023-09-20 12:00:00,2023-09-20 12:00:00,20/09/2023 17:30,20/09/2023 17:30,0,0,2024-02-06
1554,13722,condeco777,1554,31,16,2023-09-04 17:16:03,2023-09-21 17:31:00,None,True,None,0,2023-09-21 12:00:00,2023-09-21 12:00:00,21/09/2023 17:30,21/09/2023 17:30,0,0,2024-02-06
1555,13782,condeco777,1555,31,16,2023-09-04 17:16:03,2023-09-22 17:31:00,None,True,None,0,2023-09-22 12:00:00,2023-09-22 12:00:00,22/09/2023 17:30,22/09/2023 17:30,0,0,2024-02-06
1556,13842,condeco777,1556,31,16,2023-09-04 17:16:03,2023-09-23 17:31:00,None,True,None,0,2023-09-23 12:00:00,2023-09-23 12:00:00,23/09/2023 17:30,23/09/2023 17:30,0,0,2024-02-06
1557,13902,condeco777,1557,31,16,2023-09-04 17:16:03,2023-09-24 17:31:00,None,True,None,0,2023-09-24 12:00:00,2023-09-24 12:00:00,24/09/2023 17:30,24/09/2023 17:30,0,0,2024-02-06
1558,13962,condeco777,1558,31,16,2023-09-04 17:16:03,2023-09-25 17:31:00,None,True,None,0,2023-09-25 12:00:00,2023-09-25 12:00:00,25/09/2023 17:30,25/09/2023 17:30,0,0,2024-02-06
1559,14022,condeco777,1559,31,16,2023-09-04 17:16:03,2023-09-26 17:32:00,None,True,None,0,2023-09-26 12:00:00,2023-09-26 12:00:00,26/09/2023 17:30,26/09/2023 17:30,0,0,2024-02-06
1560,14082,condeco777,1560,31,16,2023-09-04 17:16:03,2023-09-27 17:31:00,None,True,None,0,2023-09-27 12:00:00,2023-09-27 12:00:00,27/09/2023 17:30,27/09/2023 17:30,0,0,2024-02-06
1561,14142,condeco777,1561,31,16,2023-09-04 17:16:03,2023-09-28 17:30:00,None,True,None,0,2023-09-28 12:00:00,2023-09-28 12:00:00,28/09/2023 17:30,28/09/2023 17:30,0,0,2024-02-06
1562,14202,condeco777,1562,31,16,2023-09-04 17:16:03,2023-09-29 17:30:00,None,True,None,0,2023-09-29 12:00:00,2023-09-29 12:00:00,29/09/2023 17:30,29/09/2023 17:30,0,0,2024-02-06
1563,14262,condeco777,1563,31,16,2023-09-04 17:16:03,2023-09-30 17:31:00,None,True,None,0,2023-09-30 12:00:00,2023-09-30 12:00:00,30/09/2023 17:30,30/09/2023 17:30,0,0,2024-02-06
1564,14322,condeco777,1564,35,9,2023-09-04 19:46:47,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1565,14382,condeco777,1565,31,16,2023-09-04 17:17:05,2023-09-04 17:31:00,None,True,None,0,2023-09-04 12:00:00,2023-09-04 12:00:00,04/09/2023 17:30,04/09/2023 17:30,0,0,2024-02-06
1566,14442,condeco777,1566,31,16,2023-09-04 17:17:05,2023-09-05 17:31:00,None,True,None,0,2023-09-05 12:00:00,2023-09-05 12:00:00,05/09/2023 17:30,05/09/2023 17:30,0,0,2024-02-06
1567,14502,condeco777,1567,31,16,2023-09-04 17:17:05,2023-09-06 17:31:00,None,True,None,0,2023-09-06 12:00:00,2023-09-06 12:00:00,06/09/2023 17:30,06/09/2023 17:30,0,0,2024-02-06
1568,14562,condeco777,1568,31,16,2023-09-04 17:17:05,2023-09-07 17:31:00,None,True,None,0,2023-09-07 12:00:00,2023-09-07 12:00:00,07/09/2023 17:30,07/09/2023 17:30,0,0,2024-02-06
1569,14622,condeco777,1569,31,16,2023-09-04 17:17:05,2023-09-08 17:32:00,None,True,None,0,2023-09-08 12:00:00,2023-09-08 12:00:00,08/09/2023 17:30,08/09/2023 17:30,0,0,2024-02-06
1570,14682,condeco777,1570,31,16,2023-09-04 17:17:05,2023-09-09 17:31:00,None,True,None,0,2023-09-09 12:00:00,2023-09-09 12:00:00,09/09/2023 17:30,09/09/2023 17:30,0,0,2024-02-06
1571,14742,condeco777,1571,31,16,2023-09-04 17:17:05,2023-09-10 17:31:00,None,True,None,0,2023-09-10 12:00:00,2023-09-10 12:00:00,10/09/2023 17:30,10/09/2023 17:30,0,0,2024-02-06
1572,14802,condeco777,1572,31,16,2023-09-04 17:17:05,2023-09-11 17:31:00,None,True,None,0,2023-09-11 12:00:00,2023-09-11 12:00:00,11/09/2023 17:30,11/09/2023 17:30,0,0,2024-02-06
1573,14862,condeco777,1573,31,16,2023-09-04 17:17:05,2023-09-12 17:31:00,None,True,None,0,2023-09-12 12:00:00,2023-09-12 12:00:00,12/09/2023 17:30,12/09/2023 17:30,0,0,2024-02-06
1574,14922,condeco777,1574,31,16,2023-09-04 17:17:05,2023-09-13 17:31:00,None,True,None,0,2023-09-13 12:00:00,2023-09-13 12:00:00,13/09/2023 17:30,13/09/2023 17:30,0,0,2024-02-06
1575,14982,condeco777,1575,31,16,2023-09-04 17:17:05,2023-09-14 17:31:00,None,True,None,0,2023-09-14 12:00:00,2023-09-14 12:00:00,14/09/2023 17:30,14/09/2023 17:30,0,0,2024-02-06
1576,15042,condeco777,1576,31,16,2023-09-04 17:17:05,2023-09-15 17:31:00,None,True,None,0,2023-09-15 12:00:00,2023-09-15 12:00:00,15/09/2023 17:30,15/09/2023 17:30,0,0,2024-02-06
1577,15102,condeco777,1577,31,16,2023-09-04 17:17:05,2023-09-16 17:31:00,None,True,None,0,2023-09-16 12:00:00,2023-09-16 12:00:00,16/09/2023 17:30,16/09/2023 17:30,0,0,2024-02-06
1578,15162,condeco777,1578,31,16,2023-09-04 17:17:05,2023-09-17 17:31:00,None,True,None,0,2023-09-17 12:00:00,2023-09-17 12:00:00,17/09/2023 17:30,17/09/2023 17:30,0,0,2024-02-06
1579,15222,condeco777,1579,31,16,2023-09-04 17:17:05,2023-09-18 17:31:00,None,True,None,0,2023-09-18 12:00:00,2023-09-18 12:00:00,18/09/2023 17:30,18/09/2023 17:30,0,0,2024-02-06
1580,15282,condeco777,1580,31,16,2023-09-04 17:17:05,2023-09-19 17:31:00,None,True,None,0,2023-09-19 12:00:00,2023-09-19 12:00:00,19/09/2023 17:30,19/09/2023 17:30,0,0,2024-02-06
1581,15342,condeco777,1581,31,16,2023-09-04 17:17:05,2023-09-20 17:30:00,None,True,None,0,2023-09-20 12:00:00,2023-09-20 12:00:00,20/09/2023 17:30,20/09/2023 17:30,0,0,2024-02-06
1582,15402,condeco777,1582,31,16,2023-09-04 17:17:05,2023-09-21 17:31:00,None,True,None,0,2023-09-21 12:00:00,2023-09-21 12:00:00,21/09/2023 17:30,21/09/2023 17:30,0,0,2024-02-06
1583,15462,condeco777,1583,31,16,2023-09-04 17:17:05,2023-09-22 17:31:00,None,True,None,0,2023-09-22 12:00:00,2023-09-22 12:00:00,22/09/2023 17:30,22/09/2023 17:30,0,0,2024-02-06
1584,15522,condeco777,1584,31,16,2023-09-04 17:17:05,2023-09-23 17:31:00,None,True,None,0,2023-09-23 12:00:00,2023-09-23 12:00:00,23/09/2023 17:30,23/09/2023 17:30,0,0,2024-02-06
1585,15582,condeco777,1585,31,16,2023-09-04 17:17:05,2023-09-24 17:31:00,None,True,None,0,2023-09-24 12:00:00,2023-09-24 12:00:00,24/09/2023 17:30,24/09/2023 17:30,0,0,2024-02-06
1586,15642,condeco777,1586,31,16,2023-09-04 17:17:05,2023-09-25 17:31:00,None,True,None,0,2023-09-25 12:00:00,2023-09-25 12:00:00,25/09/2023 17:30,25/09/2023 17:30,0,0,2024-02-06
1587,15702,condeco777,1587,31,16,2023-09-04 17:17:05,2023-09-26 17:32:00,None,True,None,0,2023-09-26 12:00:00,2023-09-26 12:00:00,26/09/2023 17:30,26/09/2023 17:30,0,0,2024-02-06
1588,15762,condeco777,1588,31,16,2023-09-04 17:17:05,2023-09-27 17:31:00,None,True,None,0,2023-09-27 12:00:00,2023-09-27 12:00:00,27/09/2023 17:30,27/09/2023 17:30,0,0,2024-02-06
1589,15822,condeco777,1589,31,16,2023-09-04 17:17:05,2023-09-28 17:30:00,None,True,None,0,2023-09-28 12:00:00,2023-09-28 12:00:00,28/09/2023 17:30,28/09/2023 17:30,0,0,2024-02-06
1590,15882,condeco777,1590,31,16,2023-09-04 17:17:05,2023-09-29 17:30:00,None,True,None,0,2023-09-29 12:00:00,2023-09-29 12:00:00,29/09/2023 17:30,29/09/2023 17:30,0,0,2024-02-06
1591,15942,condeco777,1591,31,16,2023-09-04 17:17:05,2023-09-30 17:31:00,None,True,None,0,2023-09-30 12:00:00,2023-09-30 12:00:00,30/09/2023 17:30,30/09/2023 17:30,0,0,2024-02-06
1592,16002,condeco777,1592,44,3,2023-09-04 12:54:17.257000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1593,16062,condeco777,1593,45,3,2023-09-04 12:54:59.750000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1594,16122,condeco777,1594,46,3,2023-09-04 12:55:30.957000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1595,16182,condeco777,1595,40,3,2023-09-04 12:56:18.120000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1596,16242,condeco777,1596,49,11,2023-09-04 17:27:34.810000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1597,16302,condeco777,1597,49,11,2023-09-04 17:27:47.010000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1598,16362,condeco777,1598,31,11,2023-09-04 17:28:14.800000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1599,16422,condeco777,1599,38,14,2023-09-04 17:28:40.910000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1600,16482,condeco777,1600,38,14,2023-09-04 17:29:10.063000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1601,16542,condeco777,1601,48,8,2023-09-03 23:59:44.637000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1602,16602,condeco777,1602,48,8,2023-09-04 00:00:15.187000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1603,16662,condeco777,1603,50,16,2023-09-04 17:30:48.583000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1604,16722,condeco777,1604,35,15,2023-09-04 17:31:19.067000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1605,16782,condeco777,1605,31,17,2023-09-05 09:03:54.393000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1606,16842,condeco777,1606,32,11,2023-09-05 09:06:10.303000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1607,16902,condeco777,1607,32,13,2023-09-05 09:06:45.900000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1608,16962,condeco777,1608,51,11,2023-09-05 10:07:15.137000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1609,17022,condeco777,1609,52,11,2023-09-05 10:08:39.550000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1610,17082,condeco777,1610,52,11,2023-09-05 10:08:51.843000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1611,17142,condeco777,1611,53,11,2023-09-05 10:10:11.133000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1612,17202,condeco777,1612,54,11,2023-09-05 10:11:08.207000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1613,17262,condeco777,1613,55,11,2023-09-05 10:12:32.690000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1614,17322,condeco777,1614,56,13,2023-09-05 10:16:53.053000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1615,17382,condeco777,1615,57,17,2023-09-05 10:18:18.900000,None,None,None,1,0,None,None,None,None,0,0,2024-02-06
1616,17442,condeco777,1616,2,3,2023-09-05 07:38:30,2023-09-05 08:31:00,None,True,None,0,2023-09-05 07:30:00,2023-09-05 07:30:00,05/09/2023 08:30,05/09/2023 08:30,0,0,2024-02-06
1617,17502,condeco777,1617,2,3,2023-09-05 07:39:10,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1618,17562,condeco777,1618,2,3,2023-09-05 07:39:21,2023-09-05 08:31:00,None,True,None,0,2023-09-05 07:30:00,2023-09-05 07:30:00,05/09/2023 08:30,05/09/2023 08:30,0,0,2024-02-06
1619,17622,condeco777,1619,2,3,2023-09-05 07:39:49,2023-09-05 08:31:00,None,True,None,0,2023-09-05 07:30:00,2023-09-05 07:30:00,05/09/2023 08:30,05/09/2023 08:30,0,0,2024-02-06
1620,17682,condeco777,1620,2,3,2023-09-05 07:39:57.357000,2023-09-05 08:31:00,None,True,9,0,2023-09-05 07:30:00,2023-09-05 07:30:00,05/09/2023 08:30,05/09/2023 08:30,0,15,2024-02-06
1621,17742,condeco777,1621,2,14,2023-09-05 12:10:47,2023-09-05 12:11:10.017000,None,None,None,0,2023-09-05 06:41:10,None,Sep  5 2023 12:11PM,None,0,0,2024-02-06
1622,17802,condeco777,1622,2,14,2023-09-05 12:10:57,2023-09-05 12:11:06.327000,None,None,None,0,2023-09-05 06:41:06,None,Sep  5 2023 12:11PM,None,0,0,2024-02-06
1623,17862,condeco777,1623,2,14,2023-09-05 12:11:28,2023-09-05 12:11:41.577000,None,None,None,0,2023-09-05 06:41:41,None,Sep  5 2023 12:11PM,None,0,0,2024-02-06
1624,17922,condeco777,1624,2,14,2023-09-05 12:12:17,2023-09-05 12:12:22.180000,None,None,None,0,2023-09-05 06:42:22,None,Sep  5 2023 12:12PM,None,None,0,2024-02-06
1625,17982,condeco777,1625,2,14,2023-09-05 12:12:56,2023-09-05 15:01:00,None,None,None,0,2023-09-05 09:31:00,None,05/09/2023 15:01,None,0,15,2024-02-06
1626,18042,condeco777,1626,2,14,2023-09-05 12:12:56,2023-09-06 15:01:00,None,None,None,0,2023-09-06 09:31:00,None,06/09/2023 15:01,None,0,15,2024-02-06
1627,18102,condeco777,1627,2,14,2023-09-05 12:12:56,2023-09-07 15:01:00,None,None,None,0,2023-09-07 09:31:00,None,07/09/2023 15:01,None,0,15,2024-02-06
1628,18162,condeco777,1628,2,14,2023-09-05 12:12:56,2023-09-08 15:01:00,None,None,None,0,2023-09-08 09:31:00,None,08/09/2023 15:01,None,0,15,2024-02-06
1629,18222,condeco777,1629,2,14,2023-09-05 12:12:56,2023-09-09 15:01:00,None,None,None,0,2023-09-09 09:31:00,None,09/09/2023 15:01,None,0,15,2024-02-06
1630,18282,condeco777,1630,2,14,2023-09-05 12:12:56,2023-09-10 15:01:00,None,None,None,0,2023-09-10 09:31:00,None,10/09/2023 15:01,None,0,15,2024-02-06
1631,18342,condeco777,1631,2,14,2023-09-05 12:12:56,2023-09-11 15:01:00,None,None,None,0,2023-09-11 09:31:00,None,11/09/2023 15:01,None,0,15,2024-02-06
1632,18402,condeco777,1632,2,14,2023-09-05 12:12:56,2023-09-12 15:01:00,None,None,None,0,2023-09-12 09:31:00,None,12/09/2023 15:01,None,0,15,2024-02-06
1633,18462,condeco777,1633,2,14,2023-09-05 12:12:56,2023-09-13 15:01:00,None,None,None,0,2023-09-13 09:31:00,None,13/09/2023 15:01,None,0,15,2024-02-06
1634,18522,condeco777,1634,2,14,2023-09-05 12:12:56,2023-09-14 15:01:00,None,None,None,0,2023-09-14 09:31:00,None,14/09/2023 15:01,None,0,15,2024-02-06
1635,18582,condeco777,1635,2,14,2023-09-05 12:12:56,2023-09-15 15:01:00,None,None,None,0,2023-09-15 09:31:00,None,15/09/2023 15:01,None,0,15,2024-02-06
1636,18642,condeco777,1636,2,14,2023-09-05 12:12:56,2023-09-16 15:01:00,None,None,None,0,2023-09-16 09:31:00,None,16/09/2023 15:01,None,0,15,2024-02-06
1637,18702,condeco777,1637,2,14,2023-09-05 12:12:56,2023-09-17 15:01:00,None,None,None,0,2023-09-17 09:31:00,None,17/09/2023 15:01,None,0,15,2024-02-06
1638,18762,condeco777,1638,2,14,2023-09-05 12:12:56,2023-09-18 15:01:00,None,None,None,0,2023-09-18 09:31:00,None,18/09/2023 15:01,None,0,15,2024-02-06
1639,18822,condeco777,1639,2,14,2023-09-05 12:12:56,2023-09-19 15:01:00,None,None,None,0,2023-09-19 09:31:00,None,19/09/2023 15:01,None,0,15,2024-02-06
1640,18882,condeco777,1640,2,14,2023-09-05 12:12:56,2023-09-20 15:01:00,None,None,None,0,2023-09-20 09:31:00,None,20/09/2023 15:01,None,0,15,2024-02-06
1641,18942,condeco777,1641,2,14,2023-09-05 12:12:56,2023-09-21 15:01:00,None,None,None,0,2023-09-21 09:31:00,None,21/09/2023 15:01,None,0,15,2024-02-06
1642,19002,condeco777,1642,2,14,2023-09-05 12:12:56,2023-09-22 15:01:00,None,None,None,0,2023-09-22 09:31:00,None,22/09/2023 15:01,None,0,15,2024-02-06
1643,19062,condeco777,1643,2,14,2023-09-05 12:12:56,2023-09-23 15:01:00,None,None,None,0,2023-09-23 09:31:00,None,23/09/2023 15:01,None,0,15,2024-02-06
1644,19122,condeco777,1644,2,14,2023-09-05 12:12:56,2023-09-24 15:01:00,None,None,None,0,2023-09-24 09:31:00,None,24/09/2023 15:01,None,0,15,2024-02-06
1645,19182,condeco777,1645,2,14,2023-09-05 12:12:56,2023-09-25 15:01:00,None,None,None,0,2023-09-25 09:31:00,None,25/09/2023 15:01,None,0,15,2024-02-06
1646,19242,condeco777,1646,2,14,2023-09-05 12:12:56,2023-09-26 15:01:00,None,None,None,0,2023-09-26 09:31:00,None,26/09/2023 15:01,None,0,15,2024-02-06
1647,19302,condeco777,1647,2,14,2023-09-05 12:12:56,2023-09-27 15:01:00,None,None,None,0,2023-09-27 09:31:00,None,27/09/2023 15:01,None,0,15,2024-02-06
1648,19362,condeco777,1648,2,14,2023-09-05 12:12:56,2023-09-28 15:01:00,None,None,None,0,2023-09-28 09:31:00,None,28/09/2023 15:01,None,0,15,2024-02-06
1649,19422,condeco777,1649,2,14,2023-09-05 12:12:56,2023-09-29 15:01:00,None,None,None,0,2023-09-29 09:31:00,None,29/09/2023 15:01,None,0,15,2024-02-06
1650,19482,condeco777,1650,2,14,2023-09-05 12:12:56,2023-09-30 15:01:00,None,None,None,0,2023-09-30 09:31:00,None,30/09/2023 15:01,None,0,15,2024-02-06
1651,19542,condeco777,1651,2,14,2023-09-05 12:12:56,2023-10-01 15:00:00,None,None,None,0,2023-10-01 09:30:00,None,01/10/2023 15:00,None,0,15,2024-02-06
1652,19602,condeco777,1652,2,14,2023-09-05 12:12:56,2023-10-02 15:01:00,None,None,None,0,2023-10-02 09:31:00,None,02/10/2023 15:01,None,0,15,2024-02-06
1653,19662,condeco777,1653,2,14,2023-09-05 12:12:56,2023-10-03 15:01:00,None,None,None,0,2023-10-03 09:31:00,None,03/10/2023 15:01,None,0,15,2024-02-06
1654,19722,condeco777,1654,2,14,2023-09-05 12:12:56,2023-10-04 15:01:00,None,None,None,0,2023-10-04 09:31:00,None,04/10/2023 15:01,None,0,15,2024-02-06
1655,19782,condeco777,1655,2,14,2023-09-05 12:13:58,2023-09-05 12:14:04.020000,None,None,None,0,2023-09-05 06:44:04,None,Sep  5 2023 12:14PM,None,0,0,2024-02-06
1656,19842,condeco777,1656,2,14,2023-09-05 12:13:58,2023-09-06 12:31:00,None,True,None,0,2023-09-06 07:00:00,2023-09-06 07:00:00,06/09/2023 12:30,06/09/2023 12:30,0,0,2024-02-06
1657,19902,condeco777,1657,2,14,2023-09-05 12:13:58,2023-09-07 12:31:00,None,True,None,0,2023-09-07 07:00:00,2023-09-07 07:00:00,07/09/2023 12:30,07/09/2023 12:30,0,0,2024-02-06
1658,19962,condeco777,1658,2,14,2023-09-05 12:13:58,2023-09-08 12:31:00,None,True,None,0,2023-09-08 07:00:00,2023-09-08 07:00:00,08/09/2023 12:30,08/09/2023 12:30,0,0,2024-02-06
1659,20022,condeco777,1659,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1660,20082,condeco777,1660,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1661,20142,condeco777,1661,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1662,20202,condeco777,1662,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1663,20262,condeco777,1663,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1664,20322,condeco777,1664,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1665,20382,condeco777,1665,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1666,20442,condeco777,1666,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1667,20502,condeco777,1667,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1668,20562,condeco777,1668,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1669,20622,condeco777,1669,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1670,20682,condeco777,1670,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1671,20742,condeco777,1671,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1672,20802,condeco777,1672,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1673,20862,condeco777,1673,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1674,20922,condeco777,1674,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1675,20982,condeco777,1675,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1676,21042,condeco777,1676,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1677,21102,condeco777,1677,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1678,21162,condeco777,1678,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1679,21222,condeco777,1679,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1680,21282,condeco777,1680,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1681,21342,condeco777,1681,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1682,21402,condeco777,1682,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1683,21462,condeco777,1683,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1684,21522,condeco777,1684,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1685,21582,condeco777,1685,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1686,21642,condeco777,1686,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1687,21702,condeco777,1687,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1688,21762,condeco777,1688,2,13,2023-09-05 12:15:58,None,None,None,None,0,None,None,None,None,0,0,2024-02-06
1689,21822,condeco777,1689,2,17,2023-09-05 12:17:15,2023-09-05 13:16:00,None,True,None,0,2023-09-05 07:45:00,2023-09-05 07:45:00,05/09/2023 13:15,05/09/2023 13:15,0,0,2024-02-06
1690,21882,condeco777,1690,2,17,2023-09-05 12:17:15,2023-09-06 13:16:00,None,True,None,0,2023-09-06 07:45:00,2023-09-06 07:45:00,06/09/2023 13:15,06/09/2023 13:15,0,0,2024-02-06
